id,count
0,122.699005
1,168.65303
2,76.20086
4,43.163727
5,150.29968
10,190.48917
11,226.15077
12,293.79462
15,31.125067
17,101.51446
18,235.44234
23,305.53058
25,63.925358
26,49.283947
31,178.35588
39,86.41178
40,26.72934
41,63.96552
42,298.96603
43,206.87167
51,259.5472
52,173.37636
54,29.990383
60,122.31903
61,135.15475
62,117.50408
63,7.3097043
65,169.8176
66,134.63124
68,191.65009
71,157.28604
80,29.644402
82,9.516015
94,162.99023
98,311.5357
101,31.43397
102,131.01129
107,24.556868
112,174.68407
113,50.999332
115,174.45692
116,125.04774
120,139.06676
121,21.059158
122,304.9377
132,185.08682
143,264.49542
147,16.540253
150,23.514668
151,96.4013
152,251.1671
153,65.323845
155,39.930492
156,145.59508
159,212.88312
161,92.14607
163,58.076836
177,193.78065
186,5.791142
188,4.357146
190,99.09494
191,70.35164
192,277.51184
195,344.24136
200,171.34067
209,297.28595
210,8.030996
211,67.91844
214,120.87023
215,41.7259
218,84.066
219,42.9949
222,131.69339
225,19.3213
228,355.38333
236,235.83644
241,62.104336
242,207.11104
243,279.50296
245,22.977608
247,237.13765
251,103.63762
252,167.75194
253,64.00998
254,208.59035
258,322.66638
260,3.2611158
261,113.84115
265,128.46562
266,231.26564
267,155.92259
269,173.54103
270,12.026253
275,124.20898
278,51.703545
279,84.57677
286,172.0941
287,24.055254
288,185.27292
289,151.70369
293,16.043991
294,91.731895
297,-20.63537
302,213.11147
303,39.800526
304,188.74611
307,111.09764
309,21.81415
311,110.87385
312,68.337715
314,257.9569
315,236.10628
319,145.89879
322,136.5785
323,10.203955
325,123.49736
327,220.83575
330,38.034523
332,233.70317
333,32.224106
338,126.107704
341,123.19082
345,91.909645
348,195.76848
349,48.190933
350,102.60675
352,2.811426
355,8.429053
356,190.71068
358,2.2257268
363,106.3312
369,150.12523
371,23.52631
372,104.31791
375,353.68286
380,86.85824
388,90.108086
391,169.2217
392,110.0564
393,315.2841
394,163.8964
396,26.215427
401,43.88726
407,54.241425
409,101.41496
410,171.09825
416,78.271935
418,87.32403
420,167.57841
421,187.49986
422,104.82307
424,245.527
428,254.24796
429,158.22534
431,90.64536
435,2.7618701
439,97.65214
441,149.59015
447,83.75817
449,191.64615
451,93.37759
452,33.255016
454,165.06871
458,192.91588
463,168.278
467,25.79995
470,20.359493
471,139.12125
474,298.07773
478,38.372414
483,144.49652
484,80.791016
485,76.10613
486,131.41968
491,179.97328
494,205.20207
495,72.19379
497,98.297935
499,98.96421
515,84.88654
518,200.6278
521,150.93446
525,101.529686
529,286.24512
532,110.55471
534,53.76148
540,200.83676
544,317.32355
547,213.95699
549,35.908455
563,45.662613
564,155.16652
567,68.72508
572,106.21447
577,106.44324
578,262.12546
585,278.66144
588,78.61163
589,116.56429
590,101.59888
592,23.122368
594,39.169376
596,25.853989
598,211.55856
599,175.15907
605,38.978672
606,92.90438
607,125.41277
608,184.23366
609,15.997634
610,296.4281
611,327.90515
614,205.69507
615,233.17982
616,235.979
617,126.095695
618,280.6006
624,103.1015
629,155.31807
631,58.010933
633,110.67114
637,22.473183
638,80.89559
643,7.1005187
644,153.04811
645,50.333176
646,145.51535
648,162.88214
650,29.748299
651,215.59514
652,172.27916
656,146.32964
657,40.295074
659,50.054024
660,137.71555
662,93.9758
665,321.6424
675,296.5945
681,145.44559
682,133.08469
685,11.968855
686,197.32146
689,34.76075
696,165.3504
703,88.1799
704,220.78453
705,168.54552
714,243.76616
717,192.41241
718,17.385855
720,180.13745
721,252.64865
723,205.69313
726,74.88087
728,91.212715
730,176.53003
731,37.113995
734,357.10812
737,105.86068
738,22.225838
745,66.69721
746,21.637478
749,260.99896
752,31.134235
753,109.16982
758,282.81076
765,27.616695
766,231.67342
768,99.911804
769,247.02133
