id,count
0,81.15786
1,258.6755
2,42.162292
4,84.701294
5,67.989426
10,115.50784
11,130.4989
12,172.72375
15,66.02384
17,41.61547
18,249.10797
23,246.05524
25,169.52888
26,64.05968
31,223.52835
39,189.97586
40,48.366974
41,179.8741
42,
43,189.13885
51,240.12787
52,60.800816
54,72.50083
60,165.03069
61,201.35826
62,150.1278
63,48.37348
65,130.10712
66,108.402016
68,194.73892
71,49.4864
80,73.335686
82,
94,201.09567
98,229.8686
101,63.875336
102,178.10916
107,140.13644
112,224.73077
113,59.5641
115,
116,171.86751
120,80.68611
121,70.5478
122,259.33713
132,185.96973
143,71.317986
147,
150,59.964184
151,55.8475
152,229.49304
153,75.29823
155,63.20504
156,131.22107
159,222.54169
161,78.82386
163,71.72208
177,181.59686
186,71.95954
188,67.09724
190,77.17855
191,86.24697
192,182.61234
195,239.05653
200,203.885
209,235.21104
210,58.08475
211,240.68834
214,196.24129
215,70.48263
218,152.51547
219,40.16255
222,86.630844
225,55.735546
228,266.5345
236,241.4435
241,73.52156
242,196.54985
243,261.2171
245,69.880615
247,254.47076
251,219.35167
252,77.40707
253,53.262463
254,75.12805
258,235.12181
260,
261,189.4934
265,62.752064
266,226.00182
267,204.9808
269,177.77573
270,
275,160.0816
278,70.47539
279,44.903854
286,90.56152
287,63.151485
288,228.89035
289,197.82407
293,75.27949
294,183.78311
297,
302,90.473755
303,51.967907
304,76.0564
307,127.90248
309,57.33937
311,230.07759
312,149.08414
314,232.00568
315,251.52829
319,220.6164
322,156.69463
323,
325,169.77461
327,233.80807
330,57.17035
332,228.43564
333,72.15156
338,160.49498
341,67.055435
345,177.35829
348,165.08322
349,79.00966
350,104.994316
352,
355,48.472797
356,
358,
363,188.52455
369,210.92558
371,62.339096
372,212.74721
375,256.25034
380,199.19022
388,71.59534
391,
392,205.8271
393,241.42049
394,84.3032
396,60.979973
401,57.617462
407,54.187244
409,69.160324
410,134.92044
416,118.22383
418,105.99012
420,212.71312
421,217.07295
422,215.04457
424,268.04593
428,200.49445
429,193.98438
431,190.08673
435,32.178894
439,92.46649
441,37.836723
447,61.123604
449,204.38805
451,223.79141
452,71.18534
454,152.68231
458,157.09718
463,192.03258
467,59.36922
470,170.92471
471,156.87477
474,238.94534
478,75.12765
483,100.03087
484,159.06108
485,70.76495
486,190.25116
491,105.576065
494,87.41974
495,199.18245
497,209.7013
499,227.5126
515,140.1765
518,205.45593
521,87.18647
525,
529,219.17609
532,176.34142
534,62.531086
540,66.62585
544,268.14804
547,200.73157
549,75.50169
563,51.566853
564,229.56683
567,108.109955
572,162.09673
577,184.36766
578,262.21487
585,231.0225
588,209.64133
589,152.106
590,119.55569
592,74.11402
594,175.52264
596,64.62545
598,192.35358
599,202.02475
605,75.14294
606,163.79253
607,215.28027
608,226.13655
609,
610,215.45168
611,89.60827
614,
615,182.96841
616,222.1761
617,163.08635
618,209.06725
624,119.09143
629,195.45512
631,79.10498
633,83.70516
637,70.11609
638,155.475
643,
644,192.20094
645,60.21975
646,201.2765
648,174.27934
650,73.62445
651,94.83179
652,262.12595
656,172.39565
657,77.15533
659,64.85838
660,172.9102
662,151.17764
665,235.92224
675,
681,171.38448
682,192.33293
685,65.87703
686,230.52739
689,64.42616
696,154.4042
703,212.99771
704,119.260635
705,165.7208
714,211.8668
717,70.34875
718,75.873695
720,74.93504
721,252.04819
723,225.01273
726,86.52482
728,177.70592
730,93.1423
731,72.552605
734,274.24817
737,54.314762
738,71.38856
745,220.11688
746,70.2659
749,205.672
752,62.360477
753,73.72582
758,209.877
765,77.098335
766,210.28441
768,58.903084
769,228.91301
774,190.1987
775,100.13366
781,
784,228.3284
794,87.16839
795,244.3086
796,64.30538
802,150.40108
803,89.85961
805,58.978157
806,245.50171
807,141.93655
809,54.229366
810,225.90828
812,86.39653
814,104.72543
818,212.14178
819,240.30751
825,27.321321
836,44.39449
839,184.40053
847,245.98254
848,81.67542
851,187.58636
852,183.9483
853,65.533875
857,205.8484
858,76.64609
859,222.11508
861,27.240892
867,154.83057
870,193.62926
871,239.86823
872,261.53967
874,278.0965
881,248.1784
886,182.48895
890,
895,194.91525
899,63.02314
900,222.8212
901,235.626
902,232.36201
903,78.45264
913,265.27
918,250.31033
923,168.68988
924,64.46116
926,61.608006
927,73.15469
930,189.14862
934,49.414494
937,202.61887
939,145.33167
941,82.08235
942,263.0245
946,222.90958
950,134.57692
953,72.70741
959,52.847534
961,49.05184
962,81.689995
964,133.17728
969,134.54083
971,157.96167
976,63.59514
978,221.03864
980,243.3144
981,198.83774
990,251.09856
993,64.90821
996,74.57125
998,231.7403
999,211.35597
1006,168.92227
1008,64.83282
1013,75.51205
1015,120.697914
1016,166.20567
1022,240.27788
1026,220.54047
1028,245.09451
1031,49.43787
1034,
1037,232.90694
1040,
1042,72.740005
1046,88.276886
1048,114.72642
1049,158.68738
1050,
1051,215.96863
1052,231.7726
1055,92.06773
1060,174.15247
1064,84.98895
1066,65.21947
1071,186.43947
1073,66.96229
1089,200.57657
1091,120.729866
1092,68.39226
1093,228.74864
1096,231.83524
1097,199.01462
1098,63.722675
1099,61.12768
1102,243.69934
1107,83.763626
1109,74.21137
1111,60.04751
1112,140.20914
1114,285.3759
1116,236.35646
1117,174.31017
1118,75.01527
1122,
1124,201.36058
1127,103.57349
1133,184.32991
1134,65.90336
1135,182.97467
1139,227.56602
1143,
1150,88.70096
1151,124.91444
1153,244.05821
1155,69.10228
1162,66.361664
1163,193.38461
1166,32.05284
1171,69.489914
1172,57.427887
1173,246.08789
1174,86.94663
1177,104.48088
1178,153.14085
1184,79.713844
1185,134.72385
1186,85.50675
1187,219.47585
1188,263.6054
1191,191.91142
1207,118.45312
1213,76.72748
1215,194.94176
1223,231.7701
1227,147.66098
1236,
1237,
1238,85.51554
1241,55.245983
1248,73.34658
1250,61.88375
1251,215.98915
1253,105.57659
1255,141.71693
1257,168.46439
1261,115.14988
1262,228.75958
1265,175.17491
1273,248.0763
1277,140.0551
1278,141.2731
1280,76.655975
1284,176.28963
1285,249.04889
1288,77.96322
1295,131.75156
1297,248.4703
1299,252.35112
1304,192.93011
1308,68.18792
1310,130.12074
1311,163.57126
1314,81.622345
1315,139.748
1318,44.08212
1320,267.0883
1321,234.68942
1322,183.69429
1330,179.42798
1333,229.20573
1334,189.6019
1341,186.04567
1344,154.74364
1351,205.44798
1354,94.519615
1356,
1363,152.46558
1365,189.42188
1369,166.16008
1373,101.88496
1375,147.33446
1377,49.75854
1379,213.53117
1380,212.86002
1381,105.73708
1384,187.3277
1390,219.53867
1393,241.38805
1395,
1399,223.3222
1400,81.591255
1401,92.895744
1404,219.85834
1408,69.58224
1409,47.489407
1413,200.19711
1416,216.10374
1418,129.36728
1423,75.69005
1424,54.734905
1425,57.593147
1433,264.6971
1434,184.05951
1436,237.93742
1442,222.8335
1444,60.940174
1445,193.47621
1452,205.76215
1455,227.6772
1462,
1467,33.059082
1472,76.00389
1475,94.53228
1493,155.8866
1501,204.55827
1503,234.98509
1504,242.34422
1505,52.20476
1511,248.58957
1512,
1513,156.45752
1514,85.97839
1528,228.41867
1533,260.13126
1534,63.22584
1536,207.95448
1537,69.70509
1539,157.88802
1550,108.67104
1552,199.24335
1554,228.71538
1555,244.10089
1556,34.55122
1559,61.38588
1563,221.81703
1566,195.74962
1567,167.34464
1568,69.58231
1571,212.63794
1572,65.671234
1574,
1577,72.74975
1583,63.57836
1585,77.120094
1586,213.10292
1587,223.52827
1596,195.58072
1602,60.09499
1604,73.74253
1605,45.692608
1610,245.61801
1611,121.6471
1616,72.70379
1617,142.15767
1618,64.30632
1622,60.002666
1623,47.735188
1628,246.33405
1631,43.80935
1632,226.74194
1633,208.22171
1634,209.14891
1636,226.21255
1637,171.25017
1643,83.76165
1644,160.269
1646,94.91054
1648,225.13947
1651,71.324936
1656,64.71625
1658,150.00543
1659,66.79114
1665,76.30681
1666,146.34274
1670,88.81098
1674,117.59801
1679,231.63922
1680,224.39796
1683,266.9693
1686,56.27571
1691,137.67062
1693,60.747265
1696,78.29909
1697,124.423454
1703,80.01657
1706,53.06094
1709,211.71521
1710,72.195595
1712,
1713,170.43791
1718,206.13348
1719,220.83595
1722,243.74237
1723,166.6863
1724,249.67082
1728,51.425198
1730,81.01463
1732,66.39932
1737,47.850292
1745,51.169983
1747,74.26777
1748,73.82288
1755,96.216
1759,71.19971
1761,230.25552
1764,181.57596
1765,211.2453
1766,53.61674
1768,62.318806
1770,71.24884
1771,181.79724
1774,105.718506
1785,180.11893
1788,245.79315
1792,70.39103
1794,199.77979
1797,155.6351
1798,49.612476
1799,265.22113
1802,144.07172
1806,62.633633
1808,79.09867
1810,233.6112
1818,57.991123
1819,256.30298
1820,267.55765
1822,214.40285
1826,216.24823
1827,179.18956
1835,78.0392
1841,122.00304
1842,111.26711
1843,85.06473
1846,59.344242
1849,56.754635
1850,253.05563
1851,101.06206
1857,
1858,170.37991
1860,118.81397
1861,217.66464
1864,86.897064
1869,237.56857
1871,
1872,39.688843
1875,62.790916
1878,255.40335
1879,230.32736
1885,53.507748
1888,92.718796
1889,43.229954
1890,138.18004
1896,145.68695
1897,241.9585
1898,
1900,77.06712
1905,68.52503
1908,88.91145
1909,158.67384
1913,
1918,105.382065
1922,284.18524
1923,187.59969
1925,232.08922
1926,147.9758
1927,226.61722
1930,218.32959
1935,67.436714
1939,93.517
1942,121.04307
1943,
1948,237.42003
1949,210.95004
1951,136.26208
1953,129.94815
1959,
1963,70.259155
1967,93.83247
1973,205.0172
1975,76.4081
1976,40.441074
1990,126.30301
1993,112.734184
1997,74.69224
1999,187.64323
2001,196.91977
2004,58.283447
2010,137.24959
2013,173.73727
2017,255.44061
2021,66.56551
2023,70.35803
2026,211.8801
2037,59.152203
2039,81.91444
2041,61.275223
2046,66.89952
2050,80.01066
2060,214.82593
2067,139.42836
2069,181.5581
2072,227.85025
2074,195.34026
2079,139.3083
2083,60.051186
2085,89.549194
2087,48.722687
2093,183.07709
2094,70.71297
2097,76.274254
2103,93.88668
2104,
2107,233.39018
2108,48.386143
2110,51.520863
2115,174.58978
2117,70.73848
2125,225.2523
2127,274.8604
2133,53.34875
2134,270.01794
2135,140.51976
2141,238.31296
2143,60.29463
2145,54.079033
2146,82.66934
2147,218.82971
2148,
2149,
2165,108.52807
2166,190.3171
2177,93.87399
