id,count
0,101.57024
1,263.98248
2,16.363647
4,106.22881
5,14.985004
10,144.77841
11,152.15286
12,198.20087
15,76.25222
17,10.393466
18,251.19922
23,244.59511
25,149.13582
26,85.780495
31,215.13116
39,198.05305
40,56.888077
41,145.75833
42,
43,200.9115
51,246.06903
52,69.79199
54,91.949646
60,182.27118
61,193.54974
62,170.05017
63,44.838234
65,150.83344
66,132.56897
68,180.1298
71,50.385803
80,98.703575
82,
94,209.49265
98,232.38641
101,53.559875
102,187.85237
107,104.769745
112,206.63306
113,30.013565
115,
116,183.25577
120,82.97301
121,86.63768
122,252.9723
132,188.59988
143,50.798676
147,
150,76.452194
151,65.91735
152,234.74402
153,84.35878
155,39.552708
156,104.38614
159,224.24744
161,76.22353
163,73.680984
177,194.56525
186,95.17133
188,59.752834
190,68.21082
191,104.65425
192,175.19379
195,242.97699
200,202.07974
209,235.70898
210,85.14273
211,207.39719
214,202.21951
215,91.81766
218,175.7652
219,43.90971
222,98.002335
225,63.531647
228,260.3953
236,239.91083
241,66.99996
242,203.644
243,260.87656
245,61.106873
247,243.08939
251,225.84691
252,75.236305
253,75.72974
254,87.48642
258,239.02946
260,
261,206.33661
265,59.003567
266,227.71385
267,173.73926
269,187.22733
270,
275,172.67065
278,76.159706
279,59.154514
286,107.010284
287,58.129227
288,228.4526
289,201.27545
293,74.50116
294,176.82353
297,
302,118.35573
303,21.932468
304,21.140741
307,148.32544
309,63.661163
311,232.74239
312,136.48668
314,231.47162
315,249.85448
319,213.41988
322,177.12363
323,
325,170.37697
327,229.47879
330,62.74305
332,229.97284
333,70.28081
338,173.1503
341,51.405777
345,156.5841
348,174.61304
349,92.57473
350,128.3233
352,
355,51.501877
356,
358,
363,199.59924
369,220.05374
371,76.29403
372,207.88762
375,246.36069
380,174.53
388,77.41362
391,
392,211.54233
393,245.06696
394,102.72711
396,52.318913
401,66.55006
407,55.962173
409,72.721405
410,154.55931
416,139.19693
418,129.8643
420,219.27145
421,207.52495
422,223.10226
424,257.1726
428,184.61406
429,186.8288
431,197.59625
435,8.143619
439,109.87059
441,13.943065
447,85.06625
449,173.34183
451,237.72964
452,83.46947
454,157.65297
458,188.26558
463,198.05103
467,85.01111
470,145.72383
471,169.24197
474,231.9967
478,93.62537
483,125.577675
484,164.24316
485,70.19519
486,194.56424
491,123.785355
494,118.9178
495,171.15334
497,211.40665
499,208.59149
515,161.82487
518,207.45218
521,98.37671
525,
529,223.77216
532,189.43082
534,58.203773
540,69.84731
544,257.96002
547,210.39218
549,83.327934
563,60.524452
564,232.54346
567,124.26056
572,155.10054
577,164.68883
578,258.2211
585,220.00366
588,193.26208
589,154.09189
590,143.6705
592,99.80527
594,144.68413
596,81.54985
598,179.85237
599,207.00134
605,90.40628
606,181.44696
607,211.50562
608,219.18613
609,
610,223.04575
611,110.02946
614,
615,196.32535
616,218.63145
617,178.19946
618,194.95422
624,140.7696
629,205.69833
631,91.56497
633,108.99382
637,78.315155
638,154.97972
643,
644,196.58536
645,63.832848
646,201.20274
648,184.02972
650,64.54921
651,121.23424
652,248.79114
656,180.50824
657,96.423325
659,87.26431
660,173.24425
662,163.29361
665,237.65143
675,
681,175.77942
682,206.5774
685,58.187027
686,232.21443
689,75.0358
696,176.57552
703,215.3988
704,133.48347
705,178.60086
714,207.69774
717,84.063255
718,104.39064
720,68.15199
721,252.59323
723,220.52177
726,114.028015
728,161.47183
730,116.40607
731,81.58243
734,263.62994
737,60.033897
738,68.742874
745,176.17369
746,94.95111
749,203.93405
752,81.48154
753,102.020355
758,209.95277
765,107.613
766,207.99277
768,70.27246
769,230.4932
774,202.60446
775,126.00119
781,
784,232.85934
794,102.83655
795,247.75409
796,69.96338
802,136.96887
803,105.4906
805,79.2305
806,233.76706
807,157.19936
809,62.156685
810,231.57607
812,108.88162
814,132.12477
818,213.92303
819,250.69818
825,11.00194
836,15.7484045
839,195.54715
847,241.67575
848,104.94476
851,170.895
852,195.52858
853,46.872795
857,210.31622
858,93.82674
859,217.96582
861,9.966138
867,174.3002
870,182.8
871,226.99026
872,260.02155
874,263.15323
881,249.69897
886,190.52829
890,
895,202.47614
899,67.75692
900,228.0672
901,236.17256
902,231.88733
903,73.625145
913,250.30869
918,244.11282
923,184.37784
924,65.44643
926,54.832237
927,69.846466
930,186.64905
934,59.29308
937,202.32935
939,162.34744
941,88.970474
942,257.16736
946,217.79846
950,155.65945
953,89.22007
959,14.522145
961,52.68293
962,93.293396
964,98.29968
969,152.3662
971,177.33139
976,71.19986
978,219.892
980,237.74924
981,206.04205
990,245.99564
993,61.287937
996,66.32406
998,211.85416
999,219.02744
1006,179.23312
1008,94.554985
1013,73.25912
1015,140.22556
1016,158.28236
1022,243.66727
1026,220.09508
1028,247.3508
1031,24.459171
1034,
