id,count
0,89.04606
1,242.80577
2,33.9532
4,96.082954
5,51.351227
10,135.2903
11,144.19533
12,205.35785
15,49.952614
17,23.195864
18,236.06212
23,231.93541
25,177.69345
26,73.910194
31,208.47939
39,193.07782
40,44.5249
41,159.2574
42,
43,192.67079
51,227.49355
52,62.15176
54,80.896965
60,170.39781
61,204.72499
62,155.20097
63,50.820557
65,144.36526
66,121.65034
68,198.3914
71,50.782734
80,81.959175
82,
94,193.43681
98,220.3842
101,49.47354
102,176.97177
107,127.46158
112,237.57608
113,34.982872
115,
116,174.37857
120,84.471794
121,47.959114
122,237.90623
132,181.12737
143,52.920486
147,
150,47.85826
151,57.517666
152,219.02985
153,82.50946
155,57.932278
156,132.46268
159,211.59416
161,82.85445
163,78.543015
177,185.38435
186,81.811806
188,72.90239
190,81.8196
191,93.23193
192,189.69746
195,223.99869
200,191.208
209,221.82712
210,38.688736
211,253.42061
214,184.13112
215,80.75708
218,154.29689
219,31.785898
222,90.40991
225,54.61448
228,245.49982
236,226.22525
241,78.69337
242,190.10155
243,244.06076
245,74.69379
247,232.81854
251,203.19273
252,81.88068
253,47.42588
254,68.06666
258,225.12714
260,
261,186.29637
265,71.29217
266,215.31476
267,214.03093
269,179.09721
270,
275,151.79935
278,75.2668
279,43.069675
286,96.04078
287,70.481186
288,220.08492
289,189.52965
293,80.651054
294,194.30855
297,
302,79.01297
303,44.779182
304,68.31812
307,134.64062
309,53.478752
311,213.90718
312,132.72339
314,213.77776
315,234.58302
319,207.57367
322,166.54672
323,
325,190.89221
327,219.10846
330,59.493015
332,217.28441
333,78.225266
338,156.33034
341,62.596233
345,170.34245
348,167.25642
349,85.09359
350,120.012344
352,
355,46.59449
356,
358,
363,184.98273
369,200.3295
371,48.461975
372,212.08162
375,234.16194
380,207.7294
388,78.56884
391,
392,196.32048
393,228.19797
394,86.435196
396,65.14034
401,57.38219
407,70.050186
409,77.14164
410,137.21417
416,109.48488
418,120.61893
420,206.47314
421,222.77055
422,203.96918
424,244.32545
428,208.90225
429,221.10875
431,179.91617
435,12.267974
439,101.0908
441,26.943657
447,70.18478
449,215.2293
451,215.99089
452,73.73226
454,164.67618
458,204.88806
463,181.59447
467,51.570957
470,156.43323
471,162.59608
474,220.17667
478,82.7704
483,105.79432
484,169.44133
485,78.44147
486,175.28973
491,102.95616
494,81.60742
495,201.21326
497,194.17609
499,231.68344
515,144.13579
518,198.25957
521,90.41704
525,
529,210.23924
532,177.82098
534,69.381
540,74.77727
544,245.39168
547,200.80334
549,82.14254
563,46.529964
564,210.94403
567,105.25931
572,169.08331
577,194.53273
578,242.31921
585,228.0055
588,217.56099
589,170.23068
590,135.19518
592,66.8099
594,157.17874
596,72.17042
598,219.01578
599,195.27045
605,79.71099
606,165.0863
607,210.57172
608,212.3648
609,
610,209.98888
611,98.082306
614,
615,185.6232
616,203.89574
617,163.98454
618,208.23541
624,116.2447
629,190.54082
631,85.80054
633,78.3159
637,73.42662
638,159.19801
643,
644,185.28583
645,62.528015
646,190.78893
648,175.28174
650,79.07785
651,99.90375
652,237.01895
656,169.4815
657,86.93634
659,56.976524
660,179.73503
662,149.85066
665,221.78366
675,
681,172.9745
682,189.94072
685,72.06735
686,218.77368
689,67.00559
696,167.89255
703,200.3176
704,118.93268
705,168.24785
714,201.77435
717,75.48755
718,72.62341
720,79.75387
721,233.25304
723,213.76381
726,82.458275
728,197.09471
730,99.51082
731,76.25551
734,249.82059
737,56.065388
738,77.73979
745,231.93127
746,68.69302
749,194.74551
752,65.192406
753,61.50072
758,203.32922
765,73.388435
766,215.66568
768,62.630394
769,219.28079
774,186.7711
775,115.517235
781,
784,216.3399
794,91.49398
795,232.9908
796,69.88051
802,129.83656
803,96.17297
805,58.561
806,224.07253
807,136.37592
809,52.962414
810,212.57648
812,88.9351
814,107.73089
818,203.7302
819,229.08798
825,11.2728
836,35.354862
839,172.981
847,230.15558
848,90.58625
851,196.49762
852,185.62437
853,46.88984
857,200.77936
858,82.66742
859,202.67679
861,11.004975
867,152.9015
870,195.82153
871,219.79
872,239.63268
874,248.57452
881,233.92068
886,182.47284
890,
895,192.54036
899,67.448006
900,214.24402
901,225.7518
902,219.2722
903,83.17634
913,240.70691
918,233.20665
923,173.11852
924,68.53636
926,67.559555
927,78.95833
930,192.39726
934,48.157234
937,187.27353
939,150.79843
941,86.187325
942,240.15182
946,217.66205
950,131.4255
953,61.76676
959,29.047686
961,47.442154
962,83.85714
964,120.30801
969,145.86421
971,166.69672
976,65.38938
978,211.51567
980,220.89824
981,184.78107
990,228.67331
993,67.32044
996,80.06497
998,237.12248
999,207.186
1006,170.48647
1008,55.16864
1013,80.72101
1015,121.53772
1016,176.75731
1022,222.406
1026,201.6331
1028,225.88441
1031,48.077152
1034,
1037,218.03426
1040,
1042,78.57351
1046,92.16184
1048,122.32137
1049,160.89615
1050,
1051,211.18465
1052,216.18257
1055,97.22791
1060,179.01584
1064,89.94136
1066,53.08654
1071,176.59648
1073,72.58819
1089,206.32129
1091,123.654076
1092,73.45469
1093,220.18484
1096,225.26645
1097,193.81342
1098,71.57677
1099,57.879917
1102,222.31725
1107,89.24202
1109,81.69755
1111,49.56446
1112,151.29637
1114,254.80386
1116,213.9603
1117,183.46141
1118,63.854645
1122,
1124,199.77043
1127,99.39815
1133,211.5317
1134,71.44987
1135,173.25316
1139,229.05133
1143,
1150,95.18085
1151,138.8761
1153,225.31781
1155,74.84771
1162,73.223694
1163,189.4317
1166,12.1676235
1171,77.186806
1172,47.955894
1173,229.68613
1174,92.98821
1177,117.19105
1178,136.79414
1184,71.5577
1185,145.47337
1186,97.20273
1187,211.43954
1188,238.31558
1191,193.11777
1207,132.15707
1213,83.16368
1215,187.24202
1223,219.97224
1227,156.03539
1236,
1237,
1238,91.06458
1241,39.2413
1248,79.4547
1250,48.132298
1251,204.30988
1253,105.50983
1255,138.79492
1257,209.34885
1261,112.22519
1262,220.70284
1265,172.0384
1273,231.38066
1277,167.30353
1278,145.55362
1280,67.89151
1284,178.89484
1285,234.2682
1288,89.852356
1295,141.28418
1297,247.98628
1299,232.55653
1304,189.08798
1308,73.0929
1310,130.19788
1311,158.20244
1314,85.467834
1315,143.32248
1318,26.01086
1320,244.81398
1321,214.30058
1322,191.64351
1330,171.60947
1333,215.12927
1334,179.50171
1341,194.50592
1344,159.62897
1351,202.28278
1354,84.475426
1356,
1363,160.47156
1365,194.39307
1369,169.21577
1373,99.1985
1375,153.96762
1377,48.969418
1379,202.32907
1380,224.38019
1381,106.13405
1384,185.32925
1390,205.89125
1393,221.9893
1395,
1399,214.63997
1400,77.96412
1401,105.4004
1404,212.15927
1408,72.663345
1409,22.140505
1413,186.12994
1416,205.91629
1418,125.8508
1423,85.46368
1424,51.912704
1425,41.90096
1433,239.87668
1434,184.49973
1436,224.69588
1442,217.29599
1444,69.21073
1445,184.72327
1452,204.22197
1455,213.54138
1462,
1467,22.215328
1472,82.324394
1475,101.91837
1493,161.52562
1501,198.7407
1503,219.1625
1504,224.83762
1505,49.883728
1511,230.24313
1512,
1513,161.6022
1514,90.85346
1528,215.2346
1533,240.57367
1534,71.09983
1536,191.00017
1537,75.0655
1539,151.23285
1550,136.81253
1552,193.17603
1554,212.65358
1555,227.83568
1556,34.522343
1559,48.78049
1563,212.04515
1566,212.96646
1567,149.40862
1568,74.90729
1571,202.18939
1572,72.26993
1574,
1577,83.2911
1583,39.424557
1585,83.129364
1586,208.95631
1587,215.05368
1596,186.4294
1602,38.56586
1604,62.787952
1605,48.767426
1610,231.50697
1611,118.293076
1616,63.340126
1617,147.55501
1618,49.223816
1622,69.084526
1623,45.96835
1628,229.30733
1631,44.338577
1632,219.40717
1633,202.23866
1634,212.49564
1636,214.03758
1637,167.7827
1643,87.21207
1644,153.24269
1646,102.45751
1648,211.85652
1651,84.374985
1656,71.18614
1658,157.70934
1659,72.94707
1665,65.02664
1666,155.62674
1670,93.27888
1674,130.57751
1679,232.636
1680,232.01456
1683,245.79926
1686,46.76496
1691,138.8584
1693,67.327126
1696,82.612656
1697,123.74508
1703,90.32889
1706,46.60621
1709,197.40771
1710,78.93071
1712,
1713,168.5592
1718,229.24168
1719,212.45122
1722,225.78949
1723,166.4425
1724,230.71658
1728,37.435802
1730,85.59206
1732,72.47086
1737,53.187824
1745,52.31289
1747,81.172104
1748,76.69614
1755,99.674576
1759,81.58711
1761,219.77545
1764,187.52322
1765,203.42221
1766,59.68442
1768,70.21249
1770,77.76004
1771,182.39651
1774,114.217186
1785,181.65417
1788,228.37843
1792,73.72303
1794,195.27391
1797,149.31818
1798,32.945267
1799,245.85168
1802,138.69104
1806,57.161488
1808,83.52663
1810,221.16217
1818,31.635927
1819,235.90312
1820,245.04596
1822,203.71263
1826,229.61115
1827,174.28879
1835,83.29073
1841,133.32306
1842,123.708206
1843,90.77947
1846,69.41571
1849,44.460037
1850,232.51723
1851,113.407394
1857,
1858,172.66516
1860,118.654564
1861,205.44992
1864,81.23727
1869,219.27654
1871,
1872,44.931828
1875,66.11956
1878,239.88948
1879,217.99033
1885,68.2057
1888,100.068
1889,47.773396
1890,136.66943
1896,153.37201
1897,224.97334
1898,
1900,84.18157
1905,76.47689
1908,95.124146
1909,150.9074
1913,
1918,116.59149
1922,253.01134
1923,176.94046
1925,212.8098
1926,155.84842
1927,235.71107
1930,199.48952
1935,51.985893
1939,104.2939
1942,126.08156
1943,
1948,250.76326
1949,218.8101
1951,142.12077
1953,143.18834
1959,
1963,76.79382
1967,109.526535
1973,209.29997
1975,84.164116
1976,39.893993
1990,142.11255
1993,127.859375
1997,80.781265
1999,177.84782
2001,197.46642
