Id,SalePrice
1461,117985.625
1462,93592.02
1463,156411.45
1464,169553.2
1465,156769.0
1466,153184.84
1467,156867.31
1468,134913.4
1469,154062.7
1470,118744.98
1471,176827.89
1472,143910.48
1473,136869.89
1474,163232.31
1475,102706.1
1476,242553.17
1477,183641.81
1478,232897.36
1479,204324.1
1480,391434.3
1481,250483.69
1482,169237.14
1483,136084.7
1484,148259.17
1485,113419.016
1486,160868.12
1487,246323.34
1488,206279.19
1489,145298.27
1490,171767.8
1491,159016.64
1492,106404.81
1493,139123.31
1494,219181.81
1495,237167.7
1496,192276.69
1497,171974.5
1498,137316.8
1499,132068.55
1500,147779.06
1501,220327.31
1502,117654.63
1503,192893.95
1504,202759.34
1505,194551.16
1506,202608.47
1507,242801.23
1508,169441.45
1509,141219.48
1510,153185.5
1511,129035.445
1512,185808.45
1513,140720.75
1514,157370.0
1515,211956.84
1516,136120.92
1517,129641.06
1518,175064.8
1519,216960.44
1520,128093.086
1521,131714.56
1522,177940.56
1523,119760.08
1524,105888.16
1525,97903.16
1526,104122.14
1527,102619.93
1528,134850.08
1529,125802.66
1530,194480.64
1531,199144.48
1532,157370.0
1533,130739.125
1534,116533.42
1535,139166.77
1536,106884.98
1537,101628.6
1538,135501.47
1539,167824.6
1540,157370.0
1541,133852.14
1542,153533.36
1543,175933.62
1544,92656.8
1545,98403.984
1546,115638.55
1547,142508.55
1548,139170.42
1549,124297.2
1550,148467.17
1551,115958.09
1552,160106.78
1553,157370.0
1554,113668.08
1555,161932.78
1556,94503.63
1557,157370.0
1558,91375.4
1559,157370.0
1560,165425.05
1561,157370.0
1562,96807.484
1563,110498.06
1564,156798.64
1565,130124.03
1566,176314.38
1567,92186.89
1568,204121.72
1569,121120.305
1570,95077.36
1571,112875.64
1572,140232.34
1573,161051.73
1574,140713.95
1575,182986.5
1576,212159.17
1577,146560.84
1578,124800.44
1579,114736.516
1580,153589.97
1581,112920.61
1582,105781.914
1583,261384.58
1584,209429.42
1585,122039.95
1586,56426.133
1587,84957.07
1588,133365.6
1589,113229.84
1590,118777.086
1591,157370.0
1592,139778.47
1593,104361.086
1594,157370.0
1595,157370.0
1596,206312.4
1597,193321.02
1598,123562.81
1599,139526.66
1600,152947.61
1601,67963.555
1602,118645.836
1603,85714.38
1604,225126.7
1605,180643.9
1606,158716.97
1607,209060.02
1608,157106.11
1609,134033.17
1610,117847.79
1611,125032.805
1612,155421.78
1613,164645.58
1614,125004.22
1615,157370.0
1616,157370.0
1617,104672.48
1618,102002.61
1619,108094.9
1620,228345.62
1621,121133.97
1622,130345.42
1623,178720.39
1624,190076.52
1625,104071.45
1626,183155.16
1627,163710.16
1628,216301.64
1629,125981.77
1630,288289.34
1631,171824.34
1632,189014.39
1633,123466.414
1634,156121.97
1635,136401.19
1636,133734.98
1637,195258.86
1638,191734.94
1639,183400.3
1640,234204.6
1641,159301.12
1642,177629.45
1643,182960.5
1644,176464.58
1645,196307.17
1646,135997.2
1647,132329.34
1648,132289.55
1649,123229.555
1650,120507.445
1651,115442.445
1652,126108.414
1653,114842.75
1654,161964.38
1655,117524.72
1656,151804.69
1657,161715.67
1658,159827.55
1659,115339.516
1660,125317.21
1661,312982.94
1662,256261.95
1663,270458.44
1664,346620.16
1665,231666.62
1666,215250.34
1667,231355.62
1668,233184.25
1669,189983.14
1670,226371.67
1671,228128.22
1672,315389.0
1673,220372.17
1674,222067.78
1675,181154.8
1676,181768.98
1677,166674.86
1678,347042.16
1679,272861.22
1680,253468.36
1681,205961.3
1682,211819.4
1683,185578.95
1684,130993.76
1685,134234.89
1686,150111.81
1687,114557.61
1688,165820.61
1689,158649.22
1690,138268.3
1691,132073.75
1692,157370.0
1693,108387.51
1694,140503.84
1695,113194.766
1696,222501.8
1697,113557.8
1698,273401.8
1699,240355.38
1700,219087.16
1701,236957.22
1702,215611.4
1703,206756.5
1704,216002.0
1705,186132.78
1706,310535.06
1707,157370.0
1708,173623.8
1709,197585.9
1710,182395.78
1711,186874.1
1712,223758.45
1713,203527.58
1714,181098.66
1715,156296.7
1716,142840.42
1717,138742.05
1718,157370.0
1719,165003.11
1720,184723.7
1721,138885.14
1722,157370.0
1723,128348.39
1724,182553.9
1725,188993.61
1726,155250.84
1727,149987.1
1728,134617.84
1729,133390.84
1730,127185.15
1731,94355.33
1732,125420.695
1733,111415.01
1734,119229.88
1735,104475.695
1736,93039.3
1737,254593.14
1738,192531.67
1739,298554.22
1740,231395.08
1741,175947.58
1742,181608.47
1743,157456.0
1744,238161.69
1745,174626.69
1746,184535.52
1747,186067.17
1748,233097.4
1749,158872.64
1750,140294.31
1751,218048.27
1752,100687.41
1753,172599.27
1754,210150.25
1755,155973.2
1756,110101.92
1757,99206.71
1758,147048.7
1759,151235.88
1760,159512.44
1761,152355.14
1762,163188.88
1763,152278.5
1764,103648.21
1765,169980.45
1766,168323.89
1767,186460.7
1768,145443.66
1769,135103.8
1770,116640.26
1771,118066.664
1772,148613.4
1773,110790.01
1774,231282.83
1775,118872.484
1776,108066.06
1777,91951.63
1778,112693.99
1779,98394.52
1780,124428.016
1781,129896.35
1782,98703.71
1783,131660.53
1784,84934.164
1785,114266.266
1786,149046.62
1787,137131.03
1788,157370.0
1789,97789.234
1790,83090.62
1791,262588.56
1792,162004.22
1793,110457.195
1794,108346.12
1795,123218.14
1796,86402.0
1797,137944.67
1798,112157.39
1799,88196.18
1800,97444.87
1801,136018.6
1802,138335.83
1803,178656.19
1804,121678.85
1805,114189.54
1806,130420.23
1807,154440.3
1808,98860.43
1809,157370.0
1810,142595.69
1811,157370.0
1812,157370.0
1813,124758.23
1814,91493.75
1815,55685.03
1816,81204.695
1817,128951.65
1818,175778.3
1819,123982.32
1820,157370.0
1821,112914.1
1822,126532.984
1823,157370.0
1824,145042.86
1825,138455.72
1826,114967.64
1827,104670.44
1828,154005.67
1829,137857.5
1830,155711.06
1831,139393.1
1832,157370.0
1833,142021.06
1834,114932.5
1835,157370.0
1836,154878.36
1837,157370.0
1838,101453.79
1839,78564.625
1840,157370.0
1841,121348.695
1842,97613.85
1843,138827.05
1844,98032.625
1845,138760.6
1846,128289.68
1847,165627.88
1848,157370.0
1849,89546.19
1850,115171.56
1851,134913.72
1852,133441.3
1853,122098.41
1854,119747.13
1855,102790.26
1856,187343.03
1857,123040.555
1858,156482.64
1859,96300.79
1860,160158.45
1861,95415.77
1862,266517.25
1863,280872.03
1864,280733.78
1865,223889.45
1866,236485.84
1867,189992.53
1868,236756.52
1869,164943.08
1870,168975.38
1871,182956.16
1872,127670.625
1873,187004.81
1874,118891.97
1875,155706.81
1876,180147.6
1877,171678.89
1878,176595.72
1879,106395.195
1880,109637.195
1881,217166.38
1882,211601.44
1883,157370.0
1884,179429.03
1885,174489.69
1886,218048.36
1887,175574.67
1888,203160.48
1889,126895.414
1890,131063.42
1891,112530.29
1892,96087.12
1893,112319.64
1894,157370.0
1895,149620.58
1896,119836.72
1897,123777.81
1898,129200.3
1899,107172.96
1900,115821.195
1901,130542.81
1902,154642.23
1903,195858.48
1904,107355.414
1905,153704.44
1906,121993.55
1907,181288.7
1908,125899.414
1909,139673.62
1910,134376.16
1911,172163.5
1912,213680.6
1913,200521.7
1914,68849.26
1915,223582.58
1916,73949.32
1917,199298.06
1918,119572.09
1919,147783.62
1920,169230.47
1921,259132.5
1922,206099.86
1923,169610.67
1924,187105.86
1925,182681.75
1926,264831.44
1927,124810.23
1928,145796.69
1929,100713.55
1930,97544.4
1931,116051.586
1932,123510.81
1933,148038.62
1934,150930.56
1935,149906.77
1936,157718.2
1937,149354.95
1938,141085.19
1939,190067.56
1940,155105.08
1941,145699.36
1942,151933.28
1943,144132.08
1944,230329.7
1945,228051.6
1946,140806.47
1947,214448.34
1948,152537.64
1949,186305.55
1950,157070.95
1951,227665.56
1952,207848.39
1953,159172.61
1954,175804.61
1955,121746.914
1956,294006.25
1957,156917.89
1958,237538.53
1959,157445.6
1960,106247.46
1961,95120.4
1962,122312.44
1963,153781.5
1964,145893.38
1965,143815.73
1966,131393.89
1967,212353.55
1968,309251.53
1969,253374.83
1970,306153.06
1971,320401.3
1972,267994.53
1973,199716.4
1974,242880.84
1975,340344.5
1976,222145.39
1977,293693.94
1978,271226.44
1979,240488.23
1980,149261.69
1981,273807.2
1982,167669.27
1983,164031.31
1984,166137.38
1985,203764.2
1986,197993.33
1987,148926.44
1988,136943.78
1989,159603.92
1990,188080.9
1991,175280.84
1992,212655.08
1993,157370.0
1994,199156.28
1995,149940.19
1996,273755.62
1997,241831.08
1998,270300.75
1999,197967.3
2000,262901.5
2001,229219.06
2002,176761.45
2003,210338.75
2004,216875.11
2005,157370.0
2006,167359.8
2007,208210.06
2008,167630.52
2009,149143.81
2010,157909.92
2011,157370.0
2012,129236.76
2013,150160.5
2014,172593.16
2015,145776.4
