Id,SalePrice
1461,129074.05
1462,75033.01
1463,173431.33
1464,182289.12
1465,165162.28
1466,167904.67
1467,167659.56
1468,149509.55
1469,167526.2
1470,129167.09
1471,182427.31
1472,144956.86
1473,141992.83
1474,167122.17
1475,112289.9
1476,253813.11
1477,199395.62
1478,238612.08
1479,220631.08
1480,383838.28
1481,260826.97
1482,178737.23
1483,150310.17
1484,153876.38
1485,128310.87
1486,175076.67
1487,264307.8
1488,212440.52
1489,158671.72
1490,186828.47
1491,174815.58
1492,118498.2
1493,151299.84
1494,230042.36
1495,246931.5
1496,195827.64
1497,178667.16
1498,145743.88
1499,140198.39
1500,153799.14
1501,167659.56
1502,167659.56
1503,204649.61
1504,208760.7
1505,200528.64
1506,167659.56
1507,252972.47
1508,167659.56
1509,158044.05
1510,166691.3
1511,144773.7
1512,197768.84
1513,167659.56
1514,167659.56
1515,228242.16
1516,154659.73
1517,138606.31
1518,187272.66
1519,218937.11
1520,167659.56
1521,147058.78
1522,192527.25
1523,134427.2
1524,118411.63
1525,110379.08
1526,116016.94
1527,115372.64
1528,144546.08
1529,137419.52
1530,198668.2
1531,203503.08
1532,167659.56
1533,138214.14
1534,129694.45
1535,157493.56
1536,167659.56
1537,112726.82
1538,151957.45
1539,186988.4
1540,167659.56
1541,150246.44
1542,166088.19
1543,167659.56
1544,102376.24
1545,111788.516
1546,128828.414
1547,155068.86
1548,150793.08
1549,133828.1
1550,160984.03
1551,128950.555
1552,177142.34
1553,167659.56
1554,126292.43
1555,181771.62
1556,107586.3
1557,167659.56
1558,102808.44
1559,167659.56
1560,176652.95
1561,167659.56
1562,105804.34
1563,121416.72
1564,167659.56
1565,143298.72
1566,167659.56
1567,101833.94
1568,167659.56
1569,132741.88
1570,105570.58
1571,128904.09
1572,152535.33
1573,179377.33
1574,167659.56
1575,197566.61
1576,221953.47
1577,158841.89
1578,140325.9
1579,127734.01
1580,167659.56
1581,119541.04
1582,117716.234
1583,264736.97
1584,218093.88
1585,167659.56
1586,62887.824
1587,96573.25
1588,147202.67
1589,126275.99
1590,131779.17
1591,167659.56
1592,151180.52
1593,167659.56
1594,167659.56
1595,167659.56
1596,218521.56
1597,214031.97
1598,140682.3
1599,147000.8
1600,158838.94
1601,75123.336
1602,132162.08
1603,97251.03
1604,223242.34
1605,197586.47
1606,170177.45
1607,167659.56
1608,171763.83
1609,148452.47
1610,133856.64
1611,139365.14
1612,170275.78
1613,167659.56
1614,132211.7
1615,167659.56
1616,167659.56
1617,115974.055
1618,113457.96
1619,114234.664
1620,234081.39
1621,136141.19
1622,146357.06
1623,194691.58
1624,205507.89
1625,115061.89
1626,195259.72
1627,177999.52
1628,167659.56
1629,141992.77
1630,289321.1
1631,181903.28
1632,200353.94
1633,137897.28
1634,170382.11
1635,167659.56
1636,146301.28
1637,210351.44
1638,167659.56
1639,197118.61
1640,167659.56
1641,177867.16
1642,189842.81
1643,167659.56
1644,167659.56
1645,167659.56
1646,150200.6
1647,147221.58
1648,167659.56
1649,167659.56
1650,130425.78
1651,126426.92
1652,132349.38
1653,121524.11
1654,167093.38
1655,123818.55
1656,158809.11
1657,167008.31
1658,164442.02
1659,122429.47
1660,167659.56
1661,319731.06
1662,268980.25
1663,274914.75
1664,346022.28
1665,237048.2
1666,232838.78
1667,255156.56
1668,238781.34
1669,202120.52
1670,238235.03
1671,238469.5
1672,321941.78
1673,236510.36
1674,225805.31
1675,187978.92
1676,185565.98
1677,180445.16
1678,346495.97
1679,282881.0
1680,252895.97
1681,208042.88
1682,228062.64
1683,187030.0
1684,146798.44
1685,149035.5
1686,155995.42
1687,129903.125
1688,178079.22
1689,171894.94
1690,167659.56
1691,167659.56
1692,167659.56
1693,123356.586
1694,155566.5
1695,129454.984
1696,167659.56
1697,129866.625
1698,282759.06
1699,167659.56
1700,228502.27
1701,167659.56
1702,224544.94
1703,215428.05
1704,225263.39
1705,194357.55
1706,312421.97
1707,167659.56
1708,183732.1
1709,210104.2
1710,190803.55
1711,200472.17
1712,228791.53
1713,214508.6
1714,189610.7
1715,171293.94
1716,156419.7
1717,149793.48
1718,167659.56
1719,180891.97
1720,191783.27
1721,152060.69
1722,167659.56
1723,142585.81
1724,190488.97
1725,206461.6
1726,168107.83
1727,163020.6
1728,146361.3
1729,167659.56
1730,147208.23
1731,101117.69
1732,167659.56
1733,167659.56
1734,167659.56
1735,167659.56
1736,101281.305
1737,167659.56
1738,167659.56
1739,293857.72
1740,167659.56
1741,167659.56
1742,184878.3
1743,165561.34
1744,167659.56
1745,193603.7
1746,205228.34
1747,167659.56
1748,245974.12
1749,168537.27
1750,154361.36
1751,167659.56
1752,112177.32
1753,185387.95
1754,221302.78
1755,167659.56
1756,121343.195
1757,110257.19
1758,167659.56
1759,167659.56
1760,169291.47
1761,167219.47
1762,167659.56
1763,169620.72
1764,113919.11
1765,188044.0
1766,183257.72
1767,203109.56
1768,156878.86
1769,167659.56
1770,128895.33
1771,131775.31
1772,158336.58
1773,121029.914
1774,237610.2
1775,131937.11
1776,121148.38
1777,102330.27
1778,125821.055
1779,113493.03
1780,141875.94
1781,143353.78
1782,109230.36
1783,146712.27
1784,97130.07
1785,126726.55
1786,171565.27
1787,153808.7
1788,167659.56
1789,108292.52
1790,91625.1
1791,268739.66
1792,176283.72
1793,123477.59
1794,119447.836
1795,137457.22
1796,100420.59
1797,150239.55
1798,124874.04
1799,97420.68
1800,111560.79
1801,151746.16
1802,151970.81
1803,190391.78
1804,134976.75
1805,127649.28
1806,141642.78
1807,173356.38
1808,112012.54
1809,167659.56
1810,156689.16
1811,167659.56
1812,167659.56
1813,137950.94
1814,102229.75
1815,62757.547
1816,90836.73
1817,145997.31
1818,190201.0
1819,134730.45
1820,167659.56
1821,128224.766
1822,143885.34
1823,167659.56
1824,167659.56
1825,151177.42
1826,128827.91
1827,116813.81
1828,164633.84
1829,150514.9
1830,171898.81
1831,157590.66
1832,167659.56
1833,161374.95
1834,167659.56
1835,167659.56
1836,166969.23
1837,167659.56
1838,115949.08
1839,87849.18
1840,167659.56
1841,167659.56
1842,109678.984
1843,152973.58
1844,167659.56
1845,156298.69
1846,142319.88
1847,167659.56
1848,167659.56
1849,167659.56
1850,128192.5
1851,151331.19
1852,143328.42
1853,131456.62
1854,131568.0
1855,112915.484
1856,201042.16
1857,141451.2
1858,175393.58
1859,114567.49
1860,170759.75
1861,113468.34
1862,167659.56
1863,167659.56
1864,167659.56
1865,231239.94
1866,241545.69
1867,198233.14
1868,244423.84
1869,173644.33
1870,181411.8
1871,196245.05
1872,143456.75
1873,167659.56
1874,131738.78
1875,173468.75
1876,192414.95
1877,185657.58
1878,190891.17
1879,167659.56
1880,121582.63
1881,225646.1
1882,167659.56
1883,167659.56
1884,167659.56
1885,192161.73
1886,167659.56
1887,187179.7
1888,214039.48
1889,142345.61
1890,145688.0
1891,125849.76
1892,106083.11
1893,125080.484
1894,167659.56
1895,167427.58
1896,133862.9
1897,137531.53
1898,139036.3
1899,122072.09
1900,128742.42
1901,147856.8
1902,168280.6
1903,167659.56
1904,116860.766
1905,166892.4
1906,135027.86
1907,201531.14
1908,130850.46
1909,144274.36
1910,139879.16
1911,167659.56
1912,167659.56
1913,209318.84
1914,75018.39
1915,221679.31
1916,78425.11
1917,210062.1
1918,131313.75
1919,160327.83
1920,184846.64
1921,268087.25
1922,221989.66
1923,167659.56
1924,198642.88
1925,196745.14
1926,269682.44
1927,137640.36
1928,163236.53
1929,110944.266
1930,106521.13
1931,127392.27
1932,137998.69
1933,164936.52
1934,166539.03
1935,162907.34
1936,172710.11
1937,167659.56
1938,157021.88
1939,198201.89
1940,163891.83
1941,162582.56
1942,167659.56
1943,158053.16
1944,245423.28
1945,242604.84
1946,167659.56
1947,220852.34
1948,167659.56
1949,202489.14
1950,167659.56
1951,244828.06
1952,218918.16
1953,174038.88
1954,194244.62
1955,137101.25
1956,167659.56
1957,171742.22
1958,167659.56
1959,173555.5
1960,117789.91
1961,103143.1
1962,128938.95
1963,152563.97
1964,151439.12
1965,150174.28
1966,139001.12
1967,223397.67
1968,309301.88
1969,263218.12
1970,312197.84
1971,323357.22
1972,274865.16
1973,210794.5
1974,251099.64
1975,338066.4
1976,228672.4
1977,306452.25
1978,284565.34
1979,246634.84
1980,166461.72
1981,270917.47
1982,177265.34
1983,173826.02
1984,172069.12
1985,167659.56
1986,167659.56
1987,155582.83
1988,152257.36
1989,167659.56
1990,167659.56
1991,184041.52
1992,219936.0
1993,167659.56
1994,217215.81
1995,165285.14
1996,275490.75
1997,167659.56
1998,274854.47
1999,213247.33
2000,167659.56
2001,230574.2
2002,193655.92
2003,218961.33
2004,224242.47
2005,167659.56
2006,178412.52
2007,217233.31
2008,176226.89
2009,161835.38
2010,174177.94
2011,167659.56
2012,143286.06
2013,165322.0
2014,184798.61
2015,156578.88
2016,173956.69
2017,183264.47
2018,107339.85
2019,121819.93
2020,114129.766
2021,104772.07
2022,170004.56
2023,141355.48
2024,167659.56
2025,319052.22
2026,159145.44
2027,140510.89
2028,152760.17
2029,173589.92
2030,167659.56
2031,167659.56
2032,190526.3
2033,215571.1
2034,162802.23
2035,199032.6
2036,204021.78
2037,206210.06
2038,214854.94
2039,141252.94
2040,167659.56
2041,187097.98
2042,167659.56
2043,167659.56
2044,201000.55
2045,167659.56
2046,183090.69
2047,151145.05
2048,122885.945
2049,194219.16
2050,167659.56
2051,84974.06
2052,138458.9
2053,167659.56
2054,94551.15
2055,175364.23
2056,120221.51
2057,137504.47
2058,215854.56
2059,149708.69
2060,175925.9
2061,201959.67
2062,134365.45
2063,102024.35
2064,145599.48
2065,167659.56
2066,168673.19
2067,124886.92
2068,198612.81
2069,75023.42
2070,121844.34
2071,101414.28
2072,172448.84
2073,130390.55
2074,109571.03
2075,167659.56
2076,120438.195
2077,144535.78
2078,117812.695
2079,148143.94
2080,117672.39
2081,135012.89
2082,167659.56
2083,156007.2
2084,106741.92
2085,131050.72
2086,103268.37
2087,134789.95
2088,147756.52
2089,91657.69
2090,131820.88
2091,167659.56
2092,166056.06
2093,154201.22
2094,167659.56
2095,155266.06
2096,88473.94
2097,167659.56
2098,168996.9
2099,65872.5
2100,167659.56
2101,161281.27
2102,146355.38
2103,92417.75
2104,193329.25
2105,167659.56
2106,112124.516
2107,235319.95
2108,126360.38
2109,120292.06
2110,135787.12
2111,167659.56
2112,167659.56
2113,125508.984
2114,123620.94
2115,164835.06
2116,117458.86
2117,169457.19
2118,133447.94
2119,114013.945
2120,116530.11
2121,167659.56
2122,134129.64
2123,167659.56
2124,182630.08
2125,194835.0
2126,174457.7
2127,167659.56
2128,160592.7
2129,167659.56
2130,150932.02
2131,175089.48
2132,167659.56
2133,130740.734
2134,131831.45
2135,95523.05
2136,167659.56
2137,119710.64
2138,167659.56
2139,140388.62
2140,125304.26
2141,167659.56
2142,167659.56
2143,167659.56
2144,135698.83
2145,127305.58
2146,137326.1
2147,167659.56
2148,138830.53
2149,167659.56
2150,174275.31
2151,118559.586
2152,167659.56
2153,192409.06
2154,167659.56
2155,143882.67
2156,167659.56
2157,225268.1
2158,167659.56
2159,180431.95
2160,141708.05
2161,212242.86
2162,316106.4
2163,244875.61
2164,167659.56
2165,167659.56
2166,136663.75
2167,167659.56
2168,167659.56
2169,172793.97
2170,147579.8
2171,167659.56
2172,167659.56
2173,131806.69
2174,167659.56
2175,167659.56
2176,167659.56
2177,217726.88
2178,184700.55
2179,167659.56
2180,226244.44
2181,170394.98
2182,198607.84
2183,165267.4
2184,144201.75
2185,126725.15
2186,142310.89
2187,167659.56
2188,142737.05
2189,167659.56
2190,167659.56
2191,167659.56
2192,167659.56
2193,167659.56
2194,167659.56
2195,98200.87
2196,109614.71
2197,129593.65
2198,157588.83
2199,174139.58
2200,136582.42
2201,139430.1
2202,147347.97
2203,167659.56
2204,167659.56
2205,167659.56
2206,149346.02
2207,167739.22
2208,193250.45
2209,191814.88
2210,129870.59
2211,104530.51
2212,116970.3
2213,167659.56
2214,158831.19
2215,102901.55
2216,195203.53
2217,74405.22
2218,115058.5
2219,99524.99
2220,92016.375
2221,223760.55
2222,221924.72
2223,167659.56
2224,167659.56
2225,140421.7
2226,219921.64
2227,204730.84
2228,201582.17
2229,185268.1
2230,132755.73
2231,167725.81
2232,176722.81
2233,171457.56
2234,191780.61
2235,167659.56
2236,216344.92
2237,281334.34
2238,184260.6
2239,167659.56
2240,163597.14
2241,163317.72
2242,167659.56
2243,146807.11
2244,122619.91
2245,115747.98
2246,167659.56
2247,167659.56
2248,120681.914
2249,109629.68
2250,115110.75
2251,167659.56
2252,199770.31
2253,125541.69
2254,167659.56
2255,167659.56
2256,153943.95
2257,219212.0
2258,167659.56
2259,167659.56
2260,140180.83
2261,155220.2
2262,161048.2
2263,253763.86
2264,299341.34
2265,163809.88
2266,206246.08
2267,321968.47
2268,251136.3
2269,167659.56
2270,170700.97
2271,194609.2
2272,213434.17
