Id,SalePrice,count
1461,169277.0524984,14.016981
1462,187758.393988768,14.016981
1463,183583.683569555,14.016981
1464,179317.47751083,14.016981
1465,150730.079976501,14.016981
1466,177150.989247307,14.016981
1467,172070.659229164,14.016981
1468,175110.956519547,14.016981
1469,162011.698831665,14.016981
1470,160726.247831419,14.016981
1471,157933.279456005,14.016981
1472,145291.245020389,14.016981
1473,159672.017631819,14.016981
1474,164167.518301885,14.016981
1475,150891.638244053,14.016981
1476,179460.96518734,14.016981
1477,185034.62891405,14.016981
1478,182352.192644656,14.016981
1479,183053.458213802,14.016981
1480,187823.339254278,14.016981
1481,186544.114327568,14.016981
1482,158230.77520516,14.016981
1483,190552.829321091,14.016981
1484,147183.67487199,14.016981
1485,185855.300905493,14.016981
1486,174350.470676986,14.016981
1487,201740.620690863,14.016981
1488,162986.378895754,14.016981
1489,162330.199085679,14.016981
1490,165845.938616539,14.016981
1491,180929.622876974,14.016981
1492,163481.501519718,14.016981
1493,187798.076714233,14.016981
1494,198822.198942566,14.016981
1495,194868.409899858,14.016981
1496,152605.298564403,14.016981
1497,147797.702836811,14.016981
1498,150521.96899297,14.016981
1499,146991.630153739,14.016981
1500,150306.307814534,14.016981
1501,151164.372534604,14.016981
1502,151133.706960953,14.016981
1503,156214.042540726,14.016981
1504,171992.760735142,14.016981
1505,173214.912549738,14.016981
1506,192429.187345783,14.016981
1507,190878.69508543,14.016981
1508,194542.544135519,14.016981
1509,191849.439072822,14.016981
1510,176363.773907793,14.016981
1511,176954.185412429,14.016981
1512,176521.216975696,14.016981
1513,179436.704810176,14.016981
1514,220079.756777048,
1515,175502.918109444,14.016981
1516,188321.073833569,14.016981
1517,163276.324450004,14.016981
1518,185911.366293097,14.016981
1519,171392.830997252,14.016981
1520,174418.207020775,14.016981
1521,179682.709603774,14.016981
1522,179423.751581665,14.016981
1523,171756.918091777,14.016981
1524,166849.638174419,14.016981
1525,181122.168676666,14.016981
1526,170934.462746566,14.016981
1527,159738.292580329,14.016981
1528,174445.759557658,14.016981
1529,174706.363659627,14.016981
1530,164507.672539365,14.016981
1531,163602.512172832,14.016981
1532,154126.270249525,
1533,171104.853481351,14.016981
1534,167735.39270528,14.016981
1535,183003.613338104,14.016981
1536,172580.381161499,14.016981
1537,165407.889104689,14.016981
1538,176363.773907793,14.016981
1539,175182.950898522,14.016981
1540,190757.177789246,
1541,167186.995771991,14.016981
1542,167839.376779276,14.016981
1543,173912.421165137,14.016981
1544,154034.917445551,14.016981
1545,156002.955794336,14.016981
1546,168173.94329857,14.016981
1547,168882.437104132,14.016981
1548,168173.94329857,14.016981
1549,157580.177551642,14.016981
1550,181922.15256011,14.016981
1551,155134.227842592,14.016981
1552,188885.573319552,14.016981
1553,183963.193012381,
1554,161298.762306335,14.016981
1555,188613.66763056,14.016981
1556,175080.111822945,14.016981
1557,174744.400305232,
1558,168175.911336919,14.016981
1559,182333.472575006,
1560,158307.206742274,14.016981
1561,193053.055502348,
1562,175031.089987177,14.016981
1563,160713.294602908,14.016981
1564,173186.215014436,14.016981
1565,191736.7598055,14.016981
1566,170401.630997116,14.016981
1567,164626.577880222,14.016981
1568,205469.409444832,14.016981
1569,209561.784211885,14.016981
1570,182271.503072356,14.016981
1571,178081.549427793,14.016981
1572,178425.956138831,14.016981
1573,162015.318511503,14.016981
1574,181722.420373045,14.016981
1575,156705.730169433,14.016981
1576,182902.420342386,14.016981
1577,157574.595395085,14.016981
1578,184380.739100813,14.016981
1579,169364.469225677,14.016981
1580,175846.179822063,14.016981
1581,189673.295302136,14.016981
1582,174401.317715566,14.016981
1583,179021.448718583,14.016981
1584,189196.845337149,14.016981
1585,139647.095720655,14.016981
1586,161468.198288911,14.016981
1587,171557.32317862,14.016981
1588,179447.36804185,14.016981
1589,169611.619017694,14.016981
1590,172088.872655744,14.016981
1591,171190.624128768,
1592,154850.508361878,14.016981
1593,158617.655719941,14.016981
1594,209258.33693701,
1595,177939.027626751,
1596,194631.100299584,14.016981
1597,213618.871562568,14.016981
1598,198342.504228533,14.016981
1599,138607.971472497,14.016981
1600,150778.958976731,14.016981
1601,146966.230339786,14.016981
1602,162182.59620952,14.016981
1603,176825.940961269,14.016981
1604,152799.812402444,14.016981
1605,180322.322067129,14.016981
1606,177508.027228367,14.016981
1607,208029.642652019,14.016981
1608,181987.282510201,14.016981
1609,160172.72797397,14.016981
1610,176761.317654248,14.016981
1611,176515.497545231,14.016981
1612,176270.453065471,14.016981
1613,183050.846258475,14.016981
1614,150011.102062216,14.016981
1615,159270.537808667,
1616,163419.663729346,
1617,163399.983345859,14.016981
1618,173364.161505756,14.016981
1619,169556.835902417,14.016981
1620,183690.595995738,14.016981
1621,176980.914909382,14.016981
1622,204773.36222471,14.016981
1623,174728.655998442,14.016981
1624,181873.458244461,14.016981
1625,177322.000823979,14.016981
1626,193927.939041863,14.016981
1627,181715.622732304,14.016981
1628,199270.841200324,14.016981
1629,177109.589956218,14.016981
1630,153909.578271486,14.016981
1631,162931.203336223,14.016981
1632,166386.7567182,14.016981
1633,173719.30379824,14.016981
1634,179757.925656704,14.016981
1635,179007.601964376,14.016981
1636,180370.808623106,14.016981
1637,185102.616730563,14.016981
1638,198825.563452058,14.016981
1639,184294.576009142,14.016981
1640,200443.7920562,14.016981
1641,181294.784484153,14.016981
1642,174354.336267919,14.016981
1643,172023.677781517,14.016981
1644,181666.922855025,14.016981
1645,179024.491269586,14.016981
1646,178324.191575907,14.016981
1647,184534.676687694,14.016981
1648,159397.250378784,14.016981
1649,178430.966728182,14.016981
1650,177743.799385967,14.016981
1651,179395.305519087,14.016981
1652,151713.38474815,14.016981
1653,151713.38474815,14.016981
1654,168434.977996215,14.016981
1655,153999.100311019,14.016981
1656,164096.097354123,14.016981
1657,166335.403036551,14.016981
1658,163020.725375757,14.016981
1659,155862.510668829,14.016981
1660,182760.651095509,14.016981
1661,201912.270622883,14.016981
1662,185988.233987516,14.016981
1663,183778.44888032,14.016981
1664,170935.85921771,14.016981
1665,184468.908382254,14.016981
1666,191569.089663229,14.016981
1667,232991.025583822,14.016981
1668,180980.721388278,14.016981
1669,164279.13048219,14.016981
1670,183859.460411109,14.016981
1671,185922.465682076,14.016981
1672,191742.778119363,14.016981
1673,199954.072465842,14.016981
1674,180690.274752587,14.016981
1675,163099.3096358,14.016981
1676,140791.922472443,14.016981
1677,166481.86647592,14.016981
1678,172080.434496773,14.016981
1679,191719.161659178,14.016981
1680,160741.098612515,14.016981
1681,157829.546854733,14.016981
1682,196896.748596341,14.016981
1683,159675.423990355,14.016981
1684,182084.790901946,14.016981
1685,179233.926374487,14.016981
1686,155774.270901623,14.016981
1687,181354.326716058,14.016981
1688,179605.563663918,14.016981
1689,181609.34866147,14.016981
1690,178221.531623281,14.016981
1691,175559.920735795,14.016981
1692,200328.822792041,
1693,178630.060559899,14.016981
1694,177174.535221728,14.016981
1695,172515.687368714,14.016981
1696,204032.992922943,14.016981
1697,176023.232787689,14.016981
1698,202202.073341595,14.016981
1699,181734.480075862,14.016981
1700,183982.158993126,14.016981
1701,188007.94241481,14.016981
1702,185922.966763517,14.016981
1703,183978.544874918,14.016981
1704,177199.618638821,14.016981
1705,181878.647956764,14.016981
1706,173622.088728263,14.016981
1707,180728.168562655,
1708,176477.026606328,14.016981
1709,184282.266697609,14.016981
1710,162062.47538448,14.016981
1711,182550.070992189,14.016981
1712,180987.949624695,14.016981
1713,178173.79762147,14.016981
1714,179980.635948606,14.016981
1715,173257.637826205,14.016981
1716,177271.291059307,14.016981
1717,175338.355442312,14.016981
1718,177548.140549508,
1719,175969.91662932,14.016981
1720,175011.481953462,14.016981
1721,185199.372568143,14.016981
1722,188514.050228937,
1723,185080.145268797,14.016981
1724,157304.402574096,14.016981
1725,194260.859481297,14.016981
1726,181262.329995106,14.016981
1727,157003.292706732,14.016981
1728,182924.499359899,14.016981
1729,181902.586375439,14.016981
1730,188985.371708134,14.016981
1731,185290.904495068,14.016981
1732,177304.425752748,14.016981
1733,166274.900490809,14.016981
1734,177807.420530107,14.016981
1735,180330.624816201,14.016981
1736,179069.112234629,14.016981
1737,175943.371816948,14.016981
1738,185199.050609653,14.016981
1739,167350.910824524,14.016981
1740,149315.311876449,14.016981
1741,139010.847766793,14.016981
1742,155412.151845447,14.016981
1743,171308.313985441,14.016981
1744,176220.543265638,14.016981
1745,177643.434991809,14.016981
1746,187222.653264601,14.016981
1747,185635.132083154,14.016981
1748,206492.534215854,14.016981
1749,181681.021081956,14.016981
1750,180500.198072685,14.016981
1751,206486.17086841,14.016981
1752,161334.301195429,14.016981
1753,176156.558313965,14.016981
1754,191642.223478994,14.016981
1755,191945.808027777,14.016981
1756,164146.306037354,14.016981
1757,179883.057071096,14.016981
1758,178071.137668844,14.016981
1759,188241.637896875,14.016981
1760,174559.656173171,14.016981
1761,182347.363042264,14.016981
1762,191507.251872857,14.016981
1763,199751.865597358,14.016981
1764,162106.416145131,14.016981
1765,164575.982314367,14.016981
1766,179176.352180931,14.016981
1767,177327.403857584,14.016981
1768,177818.083761781,14.016981
1769,186965.204048443,14.016981
1770,178762.742169197,14.016981
1771,183322.866146283,14.016981
1772,178903.295931891,14.016981
1773,186570.129421778,14.016981
1774,199144.242829024,14.016981
1775,172154.713310956,14.016981
1776,177444.019201603,14.016981
1777,166200.938073485,14.016981
1778,158995.770555632,14.016981
1779,168273.282454755,14.016981
1780,189680.453052788,14.016981
1781,181681.021081956,14.016981
1782,160277.142643643,14.016981
1783,197318.54715833,14.016981
1784,162228.935604196,14.016981
1785,187340.455456083,14.016981
1786,181065.347037275,14.016981
1787,190233.609102705,14.016981
1788,157929.594852031,
1789,168557.001935469,14.016981
1790,160805.584645628,14.016981
1791,221648.391978216,14.016981
1792,180539.88079815,14.016981
1793,182105.616283853,14.016981
1794,166380.852603154,14.016981
1795,178942.155617426,14.016981
1796,162804.747800461,14.016981
1797,183077.684392615,14.016981
1798,171728.4720292,14.016981
1799,164786.741540638,14.016981
1800,177427.267170302,14.016981
1801,197318.54715833,14.016981
1802,178658.114178223,14.016981
1803,185437.320523764,14.016981
1804,169759.652489529,14.016981
1805,173986.635055186,14.016981
1806,168607.664289468,14.016981
1807,194138.519145183,14.016981
1808,192502.440921994,14.016981
1809,176746.969818601,
1810,177604.891703134,14.016981
1811,193283.746584832,
1812,181627.061006609,
1813,169071.62025834,14.016981
1814,167398.006470987,14.016981
1815,150106.505141704,14.016981
1816,159650.304285848,14.016981
1817,179471.23597476,14.016981
1818,177109.589956218,14.016981
1819,166558.113328453,14.016981
1820,153796.714319583,
1821,174520.152570658,14.016981
1822,196297.95829524,14.016981
1823,169100.681601175,
1824,176911.319164431,14.016981
1825,169234.6454828,14.016981
1826,172386.297919134,14.016981
1827,156031.904802362,14.016981
1828,168202.892306596,14.016981
1829,166505.984017547,14.016981
1830,176507.37022149,14.016981
1831,180116.752553161,14.016981
1832,183072.740591406,
1833,189595.964677698,14.016981
1834,167523.919076265,14.016981
1835,210817.775863413,
1836,172942.930813351,14.016981
1837,145286.278144089,
1838,176468.653371492,14.016981
1839,159040.069562187,14.016981
1840,178518.204332507,
1841,169163.980786825,14.016981
1842,189786.685274579,14.016981
1843,181246.728523853,14.016981
1844,176349.927153587,14.016981
1845,205266.631009142,14.016981
1846,187397.993362224,14.016981
1847,208943.427726113,14.016981
1848,165014.532907657,
1849,182492.037566236,14.016981
1850,161718.71259042,14.016981
1851,180084.118941162,14.016981
1852,178534.950802179,14.016981
1853,151217.259961305,14.016981
1854,156342.717587562,14.016981
