Id,SalePrice,count
1461,169277.0524984,110089.31
1462,187758.393988768,150521.45
1463,183583.683569555,165955.56
1464,179317.47751083,194268.5
1465,150730.079976501,144984.61
1466,177150.989247307,176406.38
1467,172070.659229164,177902.1
1468,175110.956519547,166884.08
1469,162011.698831665,179630.42
1470,160726.247831419,117154.0
1471,157933.279456005,197025.38
1472,145291.245020389,89352.12
1473,159672.017631819,83913.305
1474,164167.518301885,133581.5
1475,150891.638244053,101846.49
1476,179460.96518734,300597.84
1477,185034.62891405,238061.44
1478,182352.192644656,292220.03
1479,183053.458213802,304609.06
1480,187823.339254278,411546.44
1481,186544.114327568,301177.7
1482,158230.77520516,185765.23
1483,190552.829321091,166822.83
1484,147183.67487199,151836.16
1485,185855.300905493,178449.06
1486,174350.470676986,179996.14
1487,201740.620690863,270154.12
1488,162986.378895754,252721.16
1489,162330.199085679,187464.03
1490,165845.938616539,232067.34
1491,180929.622876974,185103.39
1492,163481.501519718,80067.14
1493,187798.076714233,233154.69
1494,198822.198942566,263172.06
1495,194868.409899858,265678.44
1496,152605.298564403,255754.78
1497,147797.702836811,160024.56
1498,150521.96899297,136987.47
1499,146991.630153739,138557.81
1500,150306.307814534,149687.33
1501,151164.372534604,157261.22
1502,151133.706960953,160806.27
1503,156214.042540726,320694.38
1504,171992.760735142,228834.16
1505,173214.912549738,216699.1
1506,192429.187345783,184304.17
1507,190878.69508543,218511.12
1508,194542.544135519,181389.84
1509,191849.439072822,173743.73
1510,176363.773907793,136624.44
1511,176954.185412429,142963.05
1512,176521.216975696,145876.12
1513,179436.704810176,132005.75
1514,220079.756777048,
1515,175502.918109444,134034.58
1516,188321.073833569,130997.914
1517,163276.324450004,167180.72
1518,185911.366293097,118439.61
1519,171392.830997252,181858.03
1520,174418.207020775,113900.484
1521,179682.709603774,112799.305
1522,179423.751581665,148219.83
1523,171756.918091777,92037.46
1524,166849.638174419,105694.21
1525,181122.168676666,86952.266
1526,170934.462746566,99836.62
1527,159738.292580329,98807.945
1528,174445.759557658,131671.56
1529,174706.363659627,135002.83
1530,164507.672539365,162997.7
1531,163602.512172832,126220.63
1532,154126.270249525,
1533,171104.853481351,155331.12
1534,167735.39270528,95115.23
1535,183003.613338104,124923.375
1536,172580.381161499,99375.91
1537,165407.889104689,50240.01
1538,176363.773907793,166263.89
1539,175182.950898522,164384.22
1540,190757.177789246,
1541,167186.995771991,124957.97
1542,167839.376779276,139543.5
1543,173912.421165137,210256.4
1544,154034.917445551,75667.64
1545,156002.955794336,118054.82
1546,168173.94329857,130123.51
1547,168882.437104132,118936.56
1548,168173.94329857,131782.66
1549,157580.177551642,100713.664
1550,181922.15256011,125867.56
1551,155134.227842592,118998.65
1552,188885.573319552,113498.55
1553,183963.193012381,
1554,161298.762306335,113628.42
1555,188613.66763056,134577.12
1556,175080.111822945,63429.8
1557,174744.400305232,
1558,168175.911336919,88396.04
1559,182333.472575006,
1560,158307.206742274,116830.43
1561,193053.055502348,
1562,175031.089987177,130402.02
1563,160713.294602908,112210.29
1564,173186.215014436,134221.58
1565,191736.7598055,119663.52
1566,170401.630997116,256067.14
1567,164626.577880222,77524.49
1568,205469.409444832,206621.25
1569,209561.784211885,116096.54
1570,182271.503072356,127211.21
1571,178081.549427793,119668.68
1572,178425.956138831,130704.0
1573,162015.318511503,193436.88
1574,181722.420373045,114071.82
1575,156705.730169433,174747.6
1576,182902.420342386,428148.53
1577,157574.595395085,181570.2
1578,184380.739100813,120948.63
1579,169364.469225677,103901.26
1580,175846.179822063,191151.86
1581,189673.295302136,142997.61
1582,174401.317715566,122877.055
1583,179021.448718583,306719.0
1584,189196.845337149,223735.25
1585,139647.095720655,130377.336
1586,161468.198288911,70743.89
1587,171557.32317862,86009.86
1588,179447.36804185,117540.49
1589,169611.619017694,80630.016
1590,172088.872655744,132561.25
1591,171190.624128768,
1592,154850.508361878,107031.82
1593,158617.655719941,119982.89
1594,209258.33693701,
1595,177939.027626751,
1596,194631.100299584,190420.64
1597,213618.871562568,175055.72
1598,198342.504228533,186978.97
1599,138607.971472497,176929.28
1600,150778.958976731,138911.47
1601,146966.230339786,53943.566
1602,162182.59620952,135073.88
1603,176825.940961269,61956.367
1604,152799.812402444,288336.03
1605,180322.322067129,234797.12
1606,177508.027228367,140538.03
1607,208029.642652019,152632.53
1608,181987.282510201,260705.03
1609,160172.72797397,175028.06
1610,176761.317654248,146119.94
1611,176515.497545231,135140.12
1612,176270.453065471,172033.28
1613,183050.846258475,175071.7
1614,150011.102062216,131473.16
1615,159270.537808667,
1616,163419.663729346,
1617,163399.983345859,94424.82
1618,173364.161505756,106984.234
1619,169556.835902417,133920.84
1620,183690.595995738,186516.03
1621,176980.914909382,123123.0
1622,204773.36222471,123314.07
1623,174728.655998442,228644.4
1624,181873.458244461,190377.4
1625,177322.000823979,99172.46
1626,193927.939041863,156361.95
1627,181715.622732304,183806.92
1628,199270.841200324,219664.72
